district_name,fin_year,lgd_district_code,lgd_state_code,mnth,scheme_code,state_name,total_aadhar,total_beneficiaries,total_gen,total_mobileno,total_obc,total_sc,total_st
HINGOLI,2023-2024,477,27,05,IGNOAPS,MAHARASHTRA,11063,12215,10527,815,365,1202,121
JALNA,2023-2024,479,27,05,IGNOAPS,MAHARASHTRA,34474,38168,36187,16262,1001,820,160
KOLHAPUR,2023-2024,480,27,05,IGNOAPS,MAHARASHTRA,17841,20881,17852,6117,1407,1525,97
OSMANABAD,2023-2024,488,27,05,IGNOAPS,MAHARASHTRA,44134,46759,34059,5714,4977,7366,357
CHITTOOR,2023-2024,503,28,05,IGNOAPS,"ANDHRA PRADESH",87173,126591,61520,80206,41848,18800,4423
CUDDAPAH,2023-2024,504,28,05,IGNOAPS,"ANDHRA PRADESH",42330,66846,36733,39336,20033,8370,1710
GUNTUR,2023-2024,506,28,05,IGNOAPS,"ANDHRA PRADESH",64195,97930,53654,61613,23262,15269,5745
"BENGALURU URBAN",2023-2024,525,29,05,IGNOAPS,KARNATAKA,4600,5794,2312,1853,2588,850,44
BELGAUM,2023-2024,527,29,05,IGNOAPS,KARNATAKA,64165,71444,11500,40037,52290,5356,2298
BELLARY,2023-2024,528,29,05,IGNOAPS,KARNATAKA,20806,21468,2141,12340,13734,2897,2696
BIDAR,2023-2024,529,29,05,IGNOAPS,KARNATAKA,20018,21856,5987,16675,12602,2458,809
GULBARGA,2023-2024,538,29,05,IGNOAPS,KARNATAKA,21900,23881,2762,16025,17995,2970,154
HAVERI,2023-2024,540,29,05,IGNOAPS,KARNATAKA,16692,17650,3918,13586,11778,1063,891
SHIMOGA,2023-2024,547,29,05,IGNOAPS,KARNATAKA,14707,15681,2892,10861,11087,1389,313
AMRITSAR,2023-2024,27,3,05,IGNOAPS,PUNJAB,2616,4886,4885,4331,0,1,0
PATIALA,2023-2024,41,3,05,IGNOAPS,PUNJAB,5854,10166,9090,7008,519,553,4
SANGRUR,2023-2024,43,3,05,IGNOAPS,PUNJAB,5838,11185,10984,10358,43,156,2
BARNALA,2023-2024,605,3,05,IGNOAPS,PUNJAB,1698,3557,3460,3526,17,80,0
"SAS NAGAR",2023-2024,608,3,05,IGNOAPS,PUNJAB,712,2014,2005,1985,3,6,0
"LAKSHADWEEP DISTRICT",2023-2024,553,31,05,IGNOAPS,LAKSHADWEEP,118,120,23,1,1,0,96
KASARAGOD,2023-2024,558,32,05,IGNOAPS,KERALA,4853,20313,18788,3706,0,604,921
KOLLAM,2023-2024,559,32,05,IGNOAPS,KERALA,6356,34362,32150,5991,0,1971,241
MALAPPURAM,2023-2024,562,32,05,IGNOAPS,KERALA,18417,86409,82032,32002,0,3786,591
CHENNAI,2023-2024,568,33,05,IGNOAPS,"TAMIL NADU",17696,40632,1436,39550,32431,6764,1
THANJAVUR,2023-2024,586,33,05,IGNOAPS,"TAMIL NADU",18586,20759,11115,18524,4798,4846,0
TIRUVANNAMALAI,2023-2024,593,33,05,IGNOAPS,"TAMIL NADU",31086,37508,18807,31785,10896,7524,281
ARIYALUR,2023-2024,610,33,05,IGNOAPS,"TAMIL NADU",12329,13321,4318,9788,4699,4203,101
PONDICHERRY,2023-2024,600,34,05,IGNOAPS,PUDUCHERRY,1801,17713,14957,8,175,2515,66
"SOUTH ANDAMANS",2023-2024,602,35,05,IGNOAPS,"ANDAMAN AND NICOBAR",874,1067,1067,1054,0,0,0
ADILABAD,2023-2024,501,36,05,IGNOAPS,TELANGANA,12136,16195,1471,14784,8794,2469,3461
MAHABUBNAGAR,2023-2024,512,36,05,IGNOAPS,TELANGANA,25865,28582,1526,25870,18208,5477,3371
SANGAREDDY,2023-2024,691,36,05,IGNOAPS,TELANGANA,22183,25882,1365,22729,17273,5755,1489
SIDDIPET,2023-2024,692,36,05,IGNOAPS,TELANGANA,15969,17915,1064,15721,13170,3463,218
CHAMOLI,2023-2024,47,5,05,IGNOAPS,UTTARAKHAND,4060,11359,8157,2074,77,2764,361
NAINITAL,2023-2024,51,5,05,IGNOAPS,UTTARAKHAND,7740,13904,9700,8603,74,4054,76
PITHORAGARH,2023-2024,53,5,05,IGNOAPS,UTTARAKHAND,3712,8365,5269,1513,155,2862,79
"TEHRI GARWAL",2023-2024,55,5,05,IGNOAPS,UTTARAKHAND,5654,21166,17667,2897,56,3439,4
"UDAM SINGH NAGAR",2023-2024,56,5,05,IGNOAPS,UTTARAKHAND,8816,21226,11101,15218,4296,3112,2717
AMBALA,2023-2024,58,6,05,IGNOAPS,HARYANA,9944,13457,5248,7650,3836,4373,0
FARIDABAD,2023-2024,60,6,05,IGNOAPS,HARYANA,9007,10715,6751,7126,2983,981,0
FATEHABAD,2023-2024,61,6,05,IGNOAPS,HARYANA,9866,15234,8949,6165,2274,4011,0
HISAR,2023-2024,63,6,05,IGNOAPS,HARYANA,12912,18586,9703,10571,3682,5201,0
SONIPAT,2023-2024,75,6,05,IGNOAPS,HARYANA,13466,22201,15747,6690,3577,2877,0
CENTRAL,2023-2024,77,7,05,IGNOAPS,DELHI,7218,7229,7229,455,0,0,0
NORTH,2023-2024,80,7,05,IGNOAPS,DELHI,7067,7072,7072,1227,0,0,0
JHALAWAR,2023-2024,105,8,05,IGNOAPS,RAJASTHAN,18689,20289,1835,18607,10254,5493,2707
NAGAUR,2023-2024,110,8,05,IGNOAPS,RAJASTHAN,17350,19682,3322,17836,9317,6946,97
SIKAR,2023-2024,114,8,05,IGNOAPS,RAJASTHAN,10737,12474,2525,11106,5946,3513,490
UDAIPUR,2023-2024,117,8,05,IGNOAPS,RAJASTHAN,71853,92036,10599,73205,14753,4582,62102
BHARATPUR,2023-2024,91,8,05,IGNOAPS,RAJASTHAN,17363,20426,3920,17693,10138,6037,331
CHURU,2023-2024,96,8,05,IGNOAPS,RAJASTHAN,27521,33157,6530,28284,16515,9935,177
AGRA,2023-2024,118,9,05,IGNOAPS,"UTTAR PRADESH",45394,76055,15470,32179,35643,24612,218
BALLIA,2023-2024,126,9,05,IGNOAPS,"UTTAR PRADESH",84322,144855,27499,71404,93121,19822,4402
BIJNOR,2023-2024,132,9,05,IGNOAPS,"UTTAR PRADESH",42418,69623,13121,30978,31784,24565,112
BULANDSHAHR,2023-2024,134,9,05,IGNOAPS,"UTTAR PRADESH",33374,57978,12237,28028,30179,15498,23
LALITPUR,2023-2024,161,9,05,IGNOAPS,"UTTAR PRADESH",34376,57016,7176,30691,34106,12910,2824
MORADABAD,2023-2024,171,9,05,IGNOAPS,"UTTAR PRADESH",31239,57596,22198,22573,26031,9039,12
"SANT RAVIDAS NAGAR",2023-2024,179,9,05,IGNOAPS,"UTTAR PRADESH",39806,63233,15675,33270,30181,17099,192
"SIDDHARTH NAGAR",2023-2024,182,9,05,IGNOAPS,"UTTAR PRADESH",63566,109266,28987,50359,58431,21315,520
SITAPUR,2023-2024,183,9,05,IGNOAPS,"UTTAR PRADESH",49790,87117,16755,39709,33008,37263,91
SULTANPUR,2023-2024,185,9,05,IGNOAPS,"UTTAR PRADESH",68744,106871,27576,62662,47151,31902,93
UNNAO,2023-2024,186,9,05,IGNOAPS,"UTTAR PRADESH",93857,156176,22787,79636,72180,61110,99
POONCH,2023-2024,10,1,07,IGNOAPS,"JAMMU AND KASHMIR",2967,5677,3370,0,345,2,1960
UDHAMPUR,2023-2024,14,1,07,IGNOAPS,"JAMMU AND KASHMIR",3492,5784,4467,1610,97,901,319
BARAMULLA,2023-2024,3,1,07,IGNOAPS,"JAMMU AND KASHMIR",3878,8616,8172,1357,169,129,146
DODA,2023-2024,4,1,07,IGNOAPS,"JAMMU AND KASHMIR",7130,8617,7506,467,127,567,417
KUPWARA,2023-2024,8,1,07,IGNOAPS,"JAMMU AND KASHMIR",9145,9145,4686,51,3630,66,763
BANKA,2023-2024,190,10,07,IGNOAPS,BIHAR,48604,63718,50483,53394,3816,8199,1220
BUXAR,2023-2024,194,10,07,IGNOAPS,BIHAR,55280,66681,49368,59425,1856,14325,1132
GOPALGANJ,2023-2024,197,10,07,IGNOAPS,BIHAR,37717,63573,25578,55428,22531,12700,2764
KATIHAR,2023-2024,201,10,07,IGNOAPS,BIHAR,65978,89328,82995,70833,2408,2842,1083
MADHUBANI,2023-2024,206,10,07,IGNOAPS,BIHAR,171212,237912,210999,186839,10708,15392,813
NALANDA,2023-2024,209,10,07,IGNOAPS,BIHAR,84384,120965,54603,98202,34181,30944,1237
NAWADA,2023-2024,210,10,07,IGNOAPS,BIHAR,54530,80091,16234,61885,32074,31349,434
"PURBI CHAMPARAN",2023-2024,213,10,07,IGNOAPS,BIHAR,113586,173824,137793,123924,8262,26182,1587
ROHTAS,2023-2024,215,10,07,IGNOAPS,BIHAR,75784,93121,83449,75651,3274,5963,435
SAMASTIPUR,2023-2024,217,10,07,IGNOAPS,BIHAR,94674,119892,87167,103204,2970,29314,441
SARAN,2023-2024,218,10,07,IGNOAPS,BIHAR,102073,132376,113408,116110,6203,11554,1211
SHEOHAR,2023-2024,220,10,07,IGNOAPS,BIHAR,26806,31255,28253,27272,841,2133,28
"WEST DISTRICT",2023-2024,228,11,07,IGNOAPS,SIKKIM,0,5061,1462,0,1270,222,2107
"LOWER SUBANSIRI",2023-2024,236,12,07,IGNOAPS,"ARUNACHAL PRADESH",1187,2139,0,0,0,0,2139
TIRAP,2023-2024,239,12,07,IGNOAPS,"ARUNACHAL PRADESH",1342,2860,0,0,0,0,2860
"UPPER SUBANSIRI",2023-2024,241,12,07,IGNOAPS,"ARUNACHAL PRADESH",1471,2949,0,0,0,0,2949
"WEST SIANG",2023-2024,243,12,07,IGNOAPS,"ARUNACHAL PRADESH",1656,3627,0,99,0,0,3627
LONGDING,2023-2024,666,12,07,IGNOAPS,"ARUNACHAL PRADESH",900,1063,0,2,0,0,1063
KAMLE,2023-2024,718,12,07,IGNOAPS,"ARUNACHAL PRADESH",432,895,0,0,0,0,895
TUENSANG,2023-2024,249,13,07,IGNOAPS,NAGALAND,1,5999,4164,0,15,10,1810
WOKHA,2023-2024,250,13,07,IGNOAPS,NAGALAND,0,5839,0,0,0,16,5823
SENAPATI,2023-2024,257,14,07,IGNOAPS,MANIPUR,3750,8014,503,1,1,0,7510
TAMENGLONG,2023-2024,258,14,07,IGNOAPS,MANIPUR,1334,2540,78,0,0,0,2462
THOUBAL,2023-2024,259,14,07,IGNOAPS,MANIPUR,5770,8852,7187,5,1189,461,15
UKHRUL,2023-2024,260,14,07,IGNOAPS,MANIPUR,3492,3734,13,296,0,2,3719
KOLASIB,2023-2024,263,15,07,IGNOAPS,MIZORAM,1258,1349,59,997,0,3,1287
LUNGLEI,2023-2024,265,15,07,IGNOAPS,MIZORAM,2631,4518,209,2645,1,39,4269
KHAWZAWL,2023-2024,728,15,07,IGNOAPS,MIZORAM,579,741,1,679,0,2,738
"SOUTH TRIPURA",2023-2024,271,16,07,IGNOAPS,TRIPURA,10734,17562,6236,14,3258,2341,5727
"WEST TRIPURA",2023-2024,272,16,07,IGNOAPS,TRIPURA,13153,22812,8882,175,2941,2899,8090
SEPAHIJALA,2023-2024,653,16,07,IGNOAPS,TRIPURA,12694,16755,9243,2223,1776,1360,4376
"EAST GARO HILLS",2023-2024,273,17,07,IGNOAPS,MEGHALAYA,2977,3308,91,259,1,6,3210
"WEST KHASI HILLS",2023-2024,279,17,07,IGNOAPS,MEGHALAYA,4107,7045,66,2041,4,2,6973
"NORTH GARO HILLS",2023-2024,656,17,07,IGNOAPS,MEGHALAYA,1474,2741,23,47,1,31,2686
BARPETA,2023-2024,280,18,07,IGNOAPS,ASSAM,18179,21286,20518,17810,331,401,36
JORHAT,2023-2024,290,18,07,IGNOAPS,ASSAM,19355,25408,20402,13180,3053,1145,808
"KARBI ANGLONG",2023-2024,292,18,07,IGNOAPS,ASSAM,8374,14401,1746,6841,2469,921,9265
TINSUKIA,2023-2024,302,18,07,IGNOAPS,ASSAM,17400,22390,15226,18023,4911,607,1646
MAJULI,2023-2024,706,18,07,IGNOAPS,ASSAM,5635,5939,2828,5657,634,707,1770
"24 PARGANAS SOUTH",2023-2024,304,19,07,IGNOAPS,"WEST BENGAL",90069,96764,64478,60749,312,29273,2479
BIRBHUM,2023-2024,307,19,07,IGNOAPS,"WEST BENGAL",74848,79035,48616,45903,1860,25248,3296
MALDAH,2023-2024,316,19,07,IGNOAPS,"WEST BENGAL",50937,54666,41657,35321,405,10369,2201
JHARGRAM,2023-2024,703,19,07,IGNOAPS,"WEST BENGAL",16705,18351,6838,9413,0,6174,5339
KINNAUR,2023-2024,19,2,07,IGNOAPS,"HIMACHAL PRADESH",205,695,7,0,1,179,508
"LAHUL AND SPITI",2023-2024,21,2,07,IGNOAPS,"HIMACHAL PRADESH",65,355,79,0,0,12,264
SOLAN,2023-2024,25,2,07,IGNOAPS,"HIMACHAL PRADESH",1329,5056,2534,0,212,2103,207
UNA,2023-2024,26,2,07,IGNOAPS,"HIMACHAL PRADESH",2089,6047,2031,0,1944,1900,172
CHATRA,2023-2024,323,20,07,IGNOAPS,JHARKHAND,30024,30324,6959,22569,15126,7726,513
DEOGHAR,2023-2024,324,20,07,IGNOAPS,JHARKHAND,38030,38346,14785,12821,17731,5134,696
DUMKA,2023-2024,326,20,07,IGNOAPS,JHARKHAND,42661,43199,5484,7425,19565,3314,14836
GUMLA,2023-2024,331,20,07,IGNOAPS,JHARKHAND,26098,26846,2655,19291,5565,1244,17382
"WEST SINGHBHUM",2023-2024,343,20,07,IGNOAPS,JHARKHAND,26172,27048,1147,24569,7954,1305,16642
ANGUL,2023-2024,344,21,07,IGNOAPS,ODISHA,32388,32412,10596,25537,14792,4267,2757
DEOGARH,2023-2024,351,21,07,IGNOAPS,ODISHA,10307,10307,6068,5155,1954,954,1331
JAJPUR,2023-2024,356,21,07,IGNOAPS,ODISHA,60698,60838,39982,21988,13078,6926,852
KENDRAPARA,2023-2024,360,21,07,IGNOAPS,ODISHA,61947,62114,34113,32927,18602,9228,171
KENDUJHAR,2023-2024,361,21,07,IGNOAPS,ODISHA,45997,47374,24920,23491,7278,3626,11550
MALKANGIRI,2023-2024,364,21,07,IGNOAPS,ODISHA,28741,28760,11842,10178,250,5027,11641
NUAPADA,2023-2024,368,21,07,IGNOAPS,ODISHA,38742,39640,20650,20676,10408,2813,5769
KABIRDHAM,2023-2024,382,22,07,IGNOAPS,CHHATTISGARH,21133,21818,3844,8929,11201,3197,3576
NARAYANPUR,2023-2024,637,22,07,IGNOAPS,CHHATTISGARH,3729,4629,531,267,229,148,3721
GARIYABAND,2023-2024,645,22,07,IGNOAPS,CHHATTISGARH,23004,24242,7505,18996,9209,1753,5775
"MANENDRAGARH CHIRMIRI BHARATPUR",2023-2024,760,22,07,IGNOAPS,CHHATTISGARH,8178,8379,2437,2889,1663,594,3685
BETUL,2023-2024,394,23,07,IGNOAPS,"MADHYA PRADESH",30659,61341,2996,30053,27540,7767,23038
BURHANPUR,2023-2024,397,23,07,IGNOAPS,"MADHYA PRADESH",13930,28774,3963,8001,15574,3073,6164
JABALPUR,2023-2024,411,23,07,IGNOAPS,"MADHYA PRADESH",25316,67972,7437,21658,33166,11406,15963
MANDSAUR,2023-2024,416,23,07,IGNOAPS,"MADHYA PRADESH",38195,53784,9212,21642,28732,14421,1419
SHEOPUR,2023-2024,431,23,07,IGNOAPS,"MADHYA PRADESH",7254,17349,1109,7626,7303,3715,5222
SIDHI,2023-2024,433,23,07,IGNOAPS,"MADHYA PRADESH",44655,62365,12907,25374,23554,8393,17511
AHMADABAD,2023-2024,438,24,07,IGNOAPS,GUJARAT,54761,65009,47132,22406,8772,8249,414
ANAND,2023-2024,440,24,07,IGNOAPS,GUJARAT,53235,61017,48999,22872,10291,1309,193
BHARUCH,2023-2024,442,24,07,IGNOAPS,GUJARAT,28283,29341,8149,11422,3160,2293,15717
NARMADA,2023-2024,452,24,07,IGNOAPS,GUJARAT,40871,46254,5933,12403,2298,1405,36616
NAVSARI,2023-2024,453,24,07,IGNOAPS,GUJARAT,14186,14743,3468,4404,1107,490,9678
PATAN,2023-2024,455,24,07,IGNOAPS,GUJARAT,23619,25579,9395,12268,12706,2982,370
MAHISAGAR,2023-2024,669,24,07,IGNOAPS,GUJARAT,35132,39917,18184,9648,8530,1535,11658
AHMEDNAGAR,2023-2024,466,27,07,IGNOAPS,MAHARASHTRA,32359,37144,33764,26674,1125,1658,597
HINGOLI,2023-2024,477,27,07,IGNOAPS,MAHARASHTRA,11595,13031,11338,1405,365,1207,121
PRAKASAM,2023-2024,517,28,07,IGNOAPS,"ANDHRA PRADESH",39390,65885,32551,41671,17716,12199,3419
VISAKHAPATANAM,2023-2024,520,28,07,IGNOAPS,"ANDHRA PRADESH",29750,53845,16242,24982,18821,2796,15986
CHITRADURGA,2023-2024,533,29,07,IGNOAPS,KARNATAKA,18394,19255,962,14025,14614,2123,1556
MANDYA,2023-2024,544,29,07,IGNOAPS,KARNATAKA,51397,54774,3687,36442,49251,1774,62
UDUPI,2023-2024,549,29,07,IGNOAPS,KARNATAKA,18851,19113,599,11969,16880,880,754
FIROZEPUR,2023-2024,31,3,07,IGNOAPS,PUNJAB,4065,9021,7949,8349,62,998,12
MOGA,2023-2024,38,3,07,IGNOAPS,PUNJAB,1923,3393,3379,3222,2,12,0
BARNALA,2023-2024,605,3,07,IGNOAPS,PUNJAB,1698,3557,3460,3526,17,80,0
PATHANKOT,2023-2024,662,3,07,IGNOAPS,PUNJAB,1708,3567,3244,3180,46,276,1
KANNUR,2023-2024,557,32,07,IGNOAPS,KERALA,14331,47595,46167,15300,0,740,688
KASARAGOD,2023-2024,558,32,07,IGNOAPS,KERALA,4853,20313,18788,3706,0,604,921
MALAPPURAM,2023-2024,562,32,07,IGNOAPS,KERALA,18417,86409,82032,32002,0,3786,591
PATHANAMTHITTA,2023-2024,564,32,07,IGNOAPS,KERALA,4186,14286,12823,1876,0,1125,338
DHARMAPURI,2023-2024,571,33,07,IGNOAPS,"TAMIL NADU",29280,32786,15045,24996,11405,5318,1018
PERAMBALUR,2023-2024,581,33,07,IGNOAPS,"TAMIL NADU",14131,14778,182,14748,9316,5274,6
SALEM,2023-2024,584,33,07,IGNOAPS,"TAMIL NADU",52027,59701,16778,35385,25686,15764,1473
THENI,2023-2024,588,33,07,IGNOAPS,"TAMIL NADU",9519,14762,2564,7533,10031,2143,24
VILLUPPURAM,2023-2024,596,33,07,IGNOAPS,"TAMIL NADU",53821,74926,5916,64102,47700,18892,2418
ARIYALUR,2023-2024,610,33,07,IGNOAPS,"TAMIL NADU",12329,13321,4318,9788,4699,4203,101
PONDICHERRY,2023-2024,600,34,07,IGNOAPS,PUDUCHERRY,1801,17713,14957,8,175,2515,66
"SOUTH ANDAMANS",2023-2024,602,35,07,IGNOAPS,"ANDAMAN AND NICOBAR",874,1067,1067,1054,0,0,0
ADILABAD,2023-2024,501,36,07,IGNOAPS,TELANGANA,12136,16195,1471,14784,8794,2469,3461
MAHABUBNAGAR,2023-2024,512,36,07,IGNOAPS,TELANGANA,25865,28582,1526,25870,18208,5477,3371
WARANGAL,2023-2024,522,36,07,IGNOAPS,TELANGANA,19438,22173,1047,20186,14835,4019,2272
JAGITIAL,2023-2024,681,36,07,IGNOAPS,TELANGANA,8792,9491,314,8530,6996,1899,282
PEDDAPALLI,2023-2024,682,36,07,IGNOAPS,TELANGANA,6673,7672,277,6697,5530,1703,162
JANGOAN,2023-2024,689,36,07,IGNOAPS,TELANGANA,9745,12835,534,12415,8111,2441,1749
SIDDIPET,2023-2024,692,36,07,IGNOAPS,TELANGANA,15969,17915,1064,15721,13170,3463,218
KARGIL,2023-2024,6,37,07,IGNOAPS,LADAKH,0,4392,0,0,0,0,4392
CHANDIGARH,2023-2024,44,4,07,IGNOAPS,CHANDIGARH,2378,2378,2378,0,0,0,0
HARIDWAR,2023-2024,50,5,07,IGNOAPS,UTTARAKHAND,9521,29260,12944,4628,6731,8821,764
"PAURI GARHWAL",2023-2024,52,5,07,IGNOAPS,UTTARAKHAND,6559,15771,12191,1958,46,3495,39
PITHORAGARH,2023-2024,53,5,07,IGNOAPS,UTTARAKHAND,3712,8365,5269,1513,155,2862,79
"TEHRI GARWAL",2023-2024,55,5,07,IGNOAPS,UTTARAKHAND,5654,21166,17667,2897,56,3439,4
BHIWANI,2023-2024,59,6,07,IGNOAPS,HARYANA,8388,13012,6122,6965,2835,4055,0
MEWAT,2023-2024,604,6,07,IGNOAPS,HARYANA,8113,13411,5846,5692,6519,1046,0
FATEHABAD,2023-2024,61,6,07,IGNOAPS,HARYANA,10197,15565,9107,6480,2275,4183,0
"NEW DELHI",2023-2024,79,7,07,IGNOAPS,DELHI,1705,1706,1706,484,0,0,0
"NORTH EAST",2023-2024,81,7,07,IGNOAPS,DELHI,15732,15740,15740,2317,0,0,0
JAIPUR,2023-2024,102,8,07,IGNOAPS,RAJASTHAN,21411,22820,3998,22402,11412,5317,2093
JALORE,2023-2024,104,8,07,IGNOAPS,RAJASTHAN,26447,28697,3600,27435,13310,7810,3977
JHUNJHUNU,2023-2024,106,8,07,IGNOAPS,RAJASTHAN,7263,8888,1591,7773,4460,2637,200
JODHPUR,2023-2024,107,8,07,IGNOAPS,RAJASTHAN,22818,28468,7132,24148,13174,6523,1639
KOTA,2023-2024,109,8,07,IGNOAPS,RAJASTHAN,15785,18163,5402,15883,7099,4522,1140
NAGAUR,2023-2024,110,8,07,IGNOAPS,RAJASTHAN,17800,20132,3369,18286,9552,7112,99
BHARATPUR,2023-2024,91,8,07,IGNOAPS,RAJASTHAN,17701,20764,3957,18031,10330,6142,335
BALRAMPUR,2023-2024,127,9,07,IGNOAPS,"UTTAR PRADESH",25124,45975,12137,20717,24919,8434,442
BAREILLY,2023-2024,130,9,07,IGNOAPS,"UTTAR PRADESH",58130,104052,42893,40866,43719,16576,730
BIJNOR,2023-2024,132,9,07,IGNOAPS,"UTTAR PRADESH",42418,69623,13121,30978,31784,24565,112
CHANDAULI,2023-2024,135,9,07,IGNOAPS,"UTTAR PRADESH",73788,111314,15612,62576,59169,36288,117
CHITRAKOOT,2023-2024,136,9,07,IGNOAPS,"UTTAR PRADESH",31921,48543,6800,22729,23217,18476,36
DEORIA,2023-2024,137,9,07,IGNOAPS,"UTTAR PRADESH",69071,110194,14864,56010,71049,20054,3883
AYODHYA,2023-2024,140,9,07,IGNOAPS,"UTTAR PRADESH",64766,105048,19973,58021,52591,32231,82
FATEHPUR,2023-2024,142,9,07,IGNOAPS,"UTTAR PRADESH",53241,76639,14101,45446,37677,24788,56
FIROZABAD,2023-2024,143,9,07,IGNOAPS,"UTTAR PRADESH",51466,66840,10900,34520,40358,15255,28
GONDA,2023-2024,147,9,07,IGNOAPS,"UTTAR PRADESH",85191,141268,43714,76340,74386,22862,105
"KANPUR NAGAR",2023-2024,157,9,07,IGNOAPS,"UTTAR PRADESH",72098,122337,35004,52121,47033,40198,100
LALITPUR,2023-2024,161,9,07,IGNOAPS,"UTTAR PRADESH",34376,57016,7176,30691,34106,12910,2824
MAINPURI,2023-2024,166,9,07,IGNOAPS,"UTTAR PRADESH",75312,120497,14221,65745,81392,24852,17
MEERUT,2023-2024,169,9,07,IGNOAPS,"UTTAR PRADESH",15115,34163,9001,10820,13454,11688,8
MIRZAPUR,2023-2024,170,9,07,IGNOAPS,"UTTAR PRADESH",83785,200507,28429,66721,115624,54068,2360
RAMPUR,2023-2024,176,9,07,IGNOAPS,"UTTAR PRADESH",38030,65453,30840,27156,28910,5506,9
"KANSHI RAM NAGAR",2023-2024,633,9,07,IGNOAPS,"UTTAR PRADESH",9655,17852,3638,7761,9454,4754,5
AMETHI,2023-2024,640,9,07,IGNOAPS,"UTTAR PRADESH",10968,29884,10524,7186,14332,4931,2
DODA,2023-2024,4,1,06,IGNOAPS,"JAMMU AND KASHMIR",7130,8617,7506,467,127,567,417
JAMMU,2023-2024,5,1,06,IGNOAPS,"JAMMU AND KASHMIR",4407,11265,6975,68,137,3965,188
SHOPIAN,2023-2024,625,1,06,IGNOAPS,"JAMMU AND KASHMIR",1399,1583,1361,1129,0,0,222
GANDERWAL,2023-2024,626,1,06,IGNOAPS,"JAMMU AND KASHMIR",3677,4421,1740,1806,1699,0,982
ARARIA,2023-2024,188,10,06,IGNOAPS,BIHAR,78720,110634,96745,77636,1376,12180,333
BEGUSARAI,2023-2024,191,10,06,IGNOAPS,BIHAR,79433,96466,56403,79898,20042,19367,654
BHOJPUR,2023-2024,193,10,06,IGNOAPS,BIHAR,61931,96521,44200,75108,30432,20679,1210
JAMUI,2023-2024,198,10,06,IGNOAPS,BIHAR,38497,57172,11990,46771,31048,10492,3642
JEHANABAD,2023-2024,199,10,06,IGNOAPS,BIHAR,28423,34720,10949,26698,17631,4330,1810
MADHEPURA,2023-2024,205,10,06,IGNOAPS,BIHAR,49363,65276,55616,54047,2175,6807,678
NAWADA,2023-2024,210,10,06,IGNOAPS,BIHAR,54530,80091,16234,61885,32074,31349,434
SHEIKHPURA,2023-2024,219,10,06,IGNOAPS,BIHAR,19006,24206,17849,20225,3585,2719,53
SHEOHAR,2023-2024,220,10,06,IGNOAPS,BIHAR,26806,31255,28253,27272,841,2133,28
"KURUNG KUMEY",2023-2024,233,12,06,IGNOAPS,"ARUNACHAL PRADESH",860,1909,0,0,0,0,1909
LOHIT,2023-2024,234,12,06,IGNOAPS,"ARUNACHAL PRADESH",818,1368,0,0,0,0,1368
"LOWER DIBANG VALLEY",2023-2024,235,12,06,IGNOAPS,"ARUNACHAL PRADESH",1130,1470,0,167,0,0,1470
"WEST KAMENG",2023-2024,242,12,06,IGNOAPS,"ARUNACHAL PRADESH",1127,2193,0,0,0,0,2193
"WEST SIANG",2023-2024,243,12,06,IGNOAPS,"ARUNACHAL PRADESH",1656,3627,0,99,0,0,3627
NAMSAI,2023-2024,678,12,06,IGNOAPS,"ARUNACHAL PRADESH",435,1055,0,0,0,0,1055
SIANG,2023-2024,679,12,06,IGNOAPS,"ARUNACHAL PRADESH",356,888,0,0,0,0,888
"LOWER SIANG",2023-2024,719,12,06,IGNOAPS,"ARUNACHAL PRADESH",365,543,0,39,0,0,543
DIMAPUR,2023-2024,244,13,06,IGNOAPS,NAGALAND,5,5665,104,2,13,5,5543
KOHIMA,2023-2024,245,13,06,IGNOAPS,NAGALAND,1758,7103,0,94,0,0,7103
WOKHA,2023-2024,250,13,06,IGNOAPS,NAGALAND,0,5839,0,0,0,16,5823
LONGLENG,2023-2024,615,13,06,IGNOAPS,NAGALAND,0,2163,36,0,4,0,2123
BISHNUPUR,2023-2024,252,14,06,IGNOAPS,MANIPUR,4292,5681,4858,3,224,573,26
ANANTNAG,2023-2024,1,1,04,IGNOAPS,"JAMMU AND KASHMIR",5820,8175,7708,1223,114,43,310
RAJAURI,2023-2024,12,1,04,IGNOAPS,"JAMMU AND KASHMIR",6496,10951,10245,671,42,18,646
SRINAGAR,2023-2024,13,1,04,IGNOAPS,"JAMMU AND KASHMIR",2461,5350,5345,444,0,0,5
BADGAM,2023-2024,2,1,04,IGNOAPS,"JAMMU AND KASHMIR",8986,10735,10071,1141,268,309,87
GANDERWAL,2023-2024,626,1,04,IGNOAPS,"JAMMU AND KASHMIR",3677,4421,1740,1806,1699,0,982
REASI,2023-2024,627,1,04,IGNOAPS,"JAMMU AND KASHMIR",3006,4924,1976,0,19,63,2866
AURANAGABAD,2023-2024,189,10,04,IGNOAPS,BIHAR,43992,66486,43590,50309,667,21599,630
BANKA,2023-2024,190,10,04,IGNOAPS,BIHAR,48604,63718,50483,53394,3816,8199,1220
BHOJPUR,2023-2024,193,10,04,IGNOAPS,BIHAR,61931,96521,44200,75108,30432,20679,1210
JAMUI,2023-2024,198,10,04,IGNOAPS,BIHAR,38497,57172,11990,46771,31048,10492,3642
