district_name,fin_year,lgd_district_code,lgd_state_code,mnth,scheme_code,state_name,total_aadhar,total_beneficiaries,total_gen,total_mobileno,total_obc,total_sc,total_st
AJMER,2025-2026,86,8,11,IGNOAPS,RAJASTHAN,12493,14370,2406,13099,7761,3454,749
BIKANER,2025-2026,93,8,11,IGNOAPS,RAJASTHAN,25741,28083,7657,27167,12914,7435,77
DHOLPUR,2025-2026,98,8,11,IGNOAPS,RAJASTHAN,9197,9960,2643,9441,4531,2311,475
AGRA,2025-2026,118,9,11,IGNOAPS,"UTTAR PRADESH",34294,34628,7856,31103,16135,9972,90
PRAYAGRAJ,2025-2026,120,9,11,IGNOAPS,"UTTAR PRADESH",89720,90633,23805,87036,44688,21946,194
"AMBEDKAR NAGAR",2025-2026,121,9,11,IGNOAPS,"UTTAR PRADESH",96907,97502,16574,93120,54591,25598,58
BALLIA,2025-2026,126,9,11,IGNOAPS,"UTTAR PRADESH",72662,74191,13900,66234,45554,10132,2341
BANDA,2025-2026,128,9,11,IGNOAPS,"UTTAR PRADESH",41807,42326,7402,30329,23424,11467,27
ETAWAH,2025-2026,139,9,11,IGNOAPS,"UTTAR PRADESH",46102,47233,6887,39590,25458,13834,42
GHAZIPUR,2025-2026,146,9,11,IGNOAPS,"UTTAR PRADESH",71305,71881,8416,67729,41224,19112,635
GORAKHPUR,2025-2026,148,9,11,IGNOAPS,"UTTAR PRADESH",87913,88681,10096,82730,56346,21804,183
LUCKNOW,2025-2026,162,9,11,IGNOAPS,"UTTAR PRADESH",48622,49947,6937,43629,14774,21550,185
MAHARAJGANJ,2025-2026,164,9,11,IGNOAPS,"UTTAR PRADESH",65220,66178,9130,63182,42264,13244,199
MAHOBA,2025-2026,165,9,11,IGNOAPS,"UTTAR PRADESH",17784,18006,2432,12991,9295,6212,62
SHRAVASTI,2025-2026,181,9,11,IGNOAPS,"UTTAR PRADESH",15465,15737,3721,12032,7920,3580,49
UNNAO,2025-2026,186,9,11,IGNOAPS,"UTTAR PRADESH",80873,81670,12543,73828,38134,30927,66
"KANSHI RAM NAGAR",2025-2026,633,9,11,IGNOAPS,"UTTAR PRADESH",7878,7993,1424,7146,4463,2102,4
SHAMLI,2025-2026,660,9,11,IGNOAPS,"UTTAR PRADESH",52005,52895,13023,50425,24456,15136,55
HAPUR,2025-2026,661,9,11,IGNOAPS,"UTTAR PRADESH",8838,9005,3183,7102,3240,2462,26
PATHANAMTHITTA,2025-2026,564,32,10,IGNOAPS,KERALA,22519,22916,20470,10987,0,2268,178
CHENNAI,2025-2026,568,33,10,IGNOAPS,"TAMIL NADU",19483,38131,1807,37163,29829,6487,8
KRISHNAGIRI,2025-2026,577,33,10,IGNOAPS,"TAMIL NADU",16883,18366,419,16848,15843,1872,232
PERAMBALUR,2025-2026,581,33,10,IGNOAPS,"TAMIL NADU",13712,13788,264,13769,8620,4887,17
THIRUVARUR,2025-2026,590,33,10,IGNOAPS,"TAMIL NADU",16515,18320,1729,11389,9170,7421,0
THIRUCHIRAPPALLI,2025-2026,591,33,10,IGNOAPS,"TAMIL NADU",30771,31006,665,29276,24330,5760,251
VIRUDHUNAGAR,2025-2026,597,33,10,IGNOAPS,"TAMIL NADU",31244,32757,3280,30886,23526,5917,34
MEDAK,2025-2026,513,36,10,IGNOAPS,TELANGANA,15842,17638,526,16360,12464,3078,1570
NIRMAL,2025-2026,680,36,10,IGNOAPS,TELANGANA,13725,16439,1201,15303,10495,2944,1799
JAGITIAL,2025-2026,681,36,10,IGNOAPS,TELANGANA,8792,9491,314,8530,6996,1899,282
MANCHERIAL,2025-2026,684,36,10,IGNOAPS,TELANGANA,14154,16330,757,13556,10255,3883,1435
JANGOAN,2025-2026,689,36,10,IGNOAPS,TELANGANA,9745,12835,534,12415,8111,2441,1749
SANGAREDDY,2025-2026,691,36,10,IGNOAPS,TELANGANA,22181,25882,1365,22729,17273,5755,1489
WANAPARTHY,2025-2026,693,36,10,IGNOAPS,TELANGANA,11616,12851,857,10260,8805,2309,880
SURYAPET,2025-2026,696,36,10,IGNOAPS,TELANGANA,15617,16462,1061,13312,10162,3120,2119
VIKARABAD,2025-2026,698,36,10,IGNOAPS,TELANGANA,13175,13832,1304,13525,7862,3333,1333
MULUGU,2025-2026,720,36,10,IGNOAPS,TELANGANA,2815,3435,186,2782,1799,553,897
ALMORA,2025-2026,45,5,10,IGNOAPS,UTTARAKHAND,13269,24432,17146,8284,306,6969,11
CHAMOLI,2025-2026,47,5,10,IGNOAPS,UTTARAKHAND,4060,11359,8157,2074,77,2764,361
"UDAM SINGH NAGAR",2025-2026,56,5,10,IGNOAPS,UTTARAKHAND,8813,21226,11101,15218,4296,3112,2717
FATEHABAD,2025-2026,61,6,10,IGNOAPS,HARYANA,14334,15104,8761,9735,2131,4212,0
HISAR,2025-2026,63,6,10,IGNOAPS,HARYANA,17901,18456,9727,13473,3434,5295,0
KAITHAL,2025-2026,66,6,10,IGNOAPS,HARYANA,14279,16646,6837,11118,4578,5231,0
MAHINDERGARH,2025-2026,69,6,10,IGNOAPS,HARYANA,11584,13729,6015,8877,5394,2320,0
SIRSA,2025-2026,74,6,10,IGNOAPS,HARYANA,16275,17323,7559,10804,3402,6362,0
"NORTH EAST",2025-2026,81,7,10,IGNOAPS,DELHI,14883,14920,14920,2199,0,0,0
WEST,2025-2026,85,7,10,IGNOAPS,DELHI,12050,12071,12070,2813,0,0,0
HANUMANGARH,2025-2026,101,8,10,IGNOAPS,RAJASTHAN,14268,15140,1994,14937,6645,6372,129
JALORE,2025-2026,104,8,10,IGNOAPS,RAJASTHAN,25250,26159,3042,25982,12544,6968,3605
KAROULI,2025-2026,108,8,10,IGNOAPS,RAJASTHAN,22261,24446,3476,23712,9802,6521,4647
BHILWARA,2025-2026,92,8,10,IGNOAPS,RAJASTHAN,30525,33536,3123,30856,16291,7897,6225
BIKANER,2025-2026,93,8,10,IGNOAPS,RAJASTHAN,25456,27799,7588,26882,12809,7325,77
ALIGARH,2025-2026,119,9,10,IGNOAPS,"UTTAR PRADESH",41725,42208,7318,40127,21923,12727,32
"AMBEDKAR NAGAR",2025-2026,121,9,10,IGNOAPS,"UTTAR PRADESH",96335,96930,16574,92548,54591,25598,58
BAGHPAT,2025-2026,124,9,10,IGNOAPS,"UTTAR PRADESH",15119,15832,3162,12573,10570,2082,16
BAHRAICH,2025-2026,125,9,10,IGNOAPS,"UTTAR PRADESH",56242,56756,13933,54449,34522,8152,149
GORAKHPUR,2025-2026,148,9,10,IGNOAPS,"UTTAR PRADESH",87672,88440,10096,82489,56346,21804,183
KAUSHAMBI,2025-2026,158,9,10,IGNOAPS,"UTTAR PRADESH",50150,51272,8052,45018,19596,23599,25
MEERUT,2025-2026,169,9,10,IGNOAPS,"UTTAR PRADESH",11092,11485,3161,9414,4626,3692,5
"SANT RAVIDAS NAGAR",2025-2026,179,9,10,IGNOAPS,"UTTAR PRADESH",35119,35746,9579,31747,17106,8947,97
SHAHJAHANPUR,2025-2026,180,9,10,IGNOAPS,"UTTAR PRADESH",65501,66077,20118,60383,30726,15157,76
"SIDDHARTH NAGAR",2025-2026,182,9,10,IGNOAPS,"UTTAR PRADESH",54461,56488,15166,47719,30398,10700,224
SITAPUR,2025-2026,183,9,10,IGNOAPS,"UTTAR PRADESH",37175,37493,7314,32435,14417,15716,46
SHAMLI,2025-2026,660,9,10,IGNOAPS,"UTTAR PRADESH",51949,52839,13023,50369,24456,15136,55
RAJAURI,2025-2026,12,1,01,IGNOAPS,"JAMMU AND KASHMIR",8230,8844,8323,1084,32,14,475
SRINAGAR,2025-2026,13,1,01,IGNOAPS,"JAMMU AND KASHMIR",5357,5359,5357,3726,1,0,1
JAMMU,2025-2026,5,1,01,IGNOAPS,"JAMMU AND KASHMIR",12389,12572,10835,6859,60,1585,92
KISHTWAR,2025-2026,620,1,01,IGNOAPS,"JAMMU AND KASHMIR",4431,4496,4258,4312,61,5,172
RAMBAN,2025-2026,621,1,01,IGNOAPS,"JAMMU AND KASHMIR",2175,2407,2271,1962,0,39,97
SAMBA,2025-2026,624,1,01,IGNOAPS,"JAMMU AND KASHMIR",3373,3391,2102,3386,120,1085,84
BUXAR,2025-2026,194,10,01,IGNOAPS,BIHAR,59655,66681,49368,59425,1856,14325,1132
GOPALGANJ,2025-2026,197,10,01,IGNOAPS,BIHAR,47478,63573,25578,55428,22531,12700,2764
JAMUI,2025-2026,198,10,01,IGNOAPS,BIHAR,47503,57172,11990,46771,31048,10492,3642
MUZAFFARPUR,2025-2026,208,10,01,IGNOAPS,BIHAR,190953,226573,180237,193091,1932,43998,406
PATNA,2025-2026,212,10,01,IGNOAPS,BIHAR,136827,278410,160443,148544,63697,52481,1789
SAHARSA,2025-2026,216,10,01,IGNOAPS,BIHAR,68946,81686,54118,66250,16054,11233,281
SAMASTIPUR,2025-2026,217,10,01,IGNOAPS,BIHAR,106931,119892,87167,103204,2970,29314,441
SITAMARHI,2025-2026,221,10,01,IGNOAPS,BIHAR,103380,127983,86167,104239,24017,16937,862
ARWAL,2025-2026,611,10,01,IGNOAPS,BIHAR,21917,27183,23753,21564,630,2731,69
NAMCHI,2025-2026,227,11,01,IGNOAPS,SIKKIM,0,386,0,0,268,14,104
"EAST KAMENG",2025-2026,231,12,01,IGNOAPS,"ARUNACHAL PRADESH",911,1461,0,0,0,0,1461
"LOWER DIBANG VALLEY",2025-2026,235,12,01,IGNOAPS,"ARUNACHAL PRADESH",1130,1470,0,167,0,0,1470
"LOWER SUBANSIRI",2025-2026,236,12,01,IGNOAPS,"ARUNACHAL PRADESH",1187,2139,0,0,0,0,2139
TAWANG,2025-2026,238,12,01,IGNOAPS,"ARUNACHAL PRADESH",1505,2141,0,81,0,0,2141
"WEST KAMENG",2025-2026,242,12,01,IGNOAPS,"ARUNACHAL PRADESH",1127,2193,0,0,0,0,2193
NAMSAI,2025-2026,678,12,01,IGNOAPS,"ARUNACHAL PRADESH",435,1055,0,0,0,0,1055
PHEK,2025-2026,248,13,01,IGNOAPS,NAGALAND,983,6351,0,45,0,0,6351
BISHNUPUR,2025-2026,252,14,01,IGNOAPS,MANIPUR,5405,6001,5198,4313,219,558,26
UKHRUL,2025-2026,260,14,01,IGNOAPS,MANIPUR,3780,3982,96,711,0,6,3880
AIZAWL,2025-2026,261,15,01,IGNOAPS,MIZORAM,6266,7022,29,5447,1,3,6989
CHAMPHAI,2025-2026,262,15,01,IGNOAPS,MIZORAM,1230,1305,39,1157,0,0,1266
KOLASIB,2025-2026,263,15,01,IGNOAPS,MIZORAM,1412,1525,46,1065,1,2,1476
"WEST TRIPURA",2025-2026,272,16,01,IGNOAPS,TRIPURA,17640,20874,8453,18081,2570,2575,7276
SEPAHIJALA,2025-2026,653,16,01,IGNOAPS,TRIPURA,14655,15646,8584,14711,1674,1332,4056
GOMATI,2025-2026,654,16,01,IGNOAPS,TRIPURA,14715,16043,5209,15206,1389,2289,7156
"EAST GARO HILLS",2025-2026,273,17,01,IGNOAPS,MEGHALAYA,3210,3450,93,2297,1,7,3349
"WEST JAINTIA HILLS",2025-2026,275,17,01,IGNOAPS,MEGHALAYA,3509,5339,594,1316,8,7,4730
"WEST GARO HILLS",2025-2026,278,17,01,IGNOAPS,MEGHALAYA,6054,8628,2508,1560,128,109,5883
"NORTH GARO HILLS",2025-2026,656,17,01,IGNOAPS,MEGHALAYA,1988,2832,22,620,1,31,2778
"EAST JAINTIA HILLS",2025-2026,657,17,01,IGNOAPS,MEGHALAYA,2150,2631,1110,1156,11,5,1495
DHEMAJI,2025-2026,284,18,01,IGNOAPS,ASSAM,15532,15710,3568,12375,5640,1009,5493
HAILAKANDI,2025-2026,289,18,01,IGNOAPS,ASSAM,13581,16471,13374,14432,1350,1571,176
LAKHIMPUR,2025-2026,295,18,01,IGNOAPS,ASSAM,17597,22407,13944,14238,3969,1324,3170
"DIMA HASAO",2025-2026,299,18,01,IGNOAPS,ASSAM,3221,3650,553,3638,52,27,3018
CHARAIDEO,2025-2026,708,18,01,IGNOAPS,ASSAM,5867,6870,3821,6859,2812,114,123
TAMULPUR,2025-2026,756,18,01,IGNOAPS,ASSAM,8031,11456,7421,5351,1295,969,1771
BIRBHUM,2025-2026,307,19,01,IGNOAPS,"WEST BENGAL",94742,96239,69592,86881,1898,21784,2701
DARJEELING,2025-2026,309,19,01,IGNOAPS,"WEST BENGAL",13084,13456,7752,12142,638,2801,2264
"DINAJPUR UTTAR",2025-2026,311,19,01,IGNOAPS,"WEST BENGAL",42691,42865,33579,41244,418,7959,873
KOLKATA,2025-2026,315,19,01,IGNOAPS,"WEST BENGAL",12791,13015,13012,12050,2,0,0
"PASCHIM MEDINIPUR",2025-2026,318,19,01,IGNOAPS,"WEST BENGAL",68707,69184,49918,66952,748,12311,5897
MURSHIDABAD,2025-2026,319,19,01,IGNOAPS,"WEST BENGAL",143036,145249,125468,140563,2939,13656,1302
KINNAUR,2025-2026,19,2,01,IGNOAPS,"HIMACHAL PRADESH",205,695,7,0,1,179,508
DUMKA,2025-2026,326,20,01,IGNOAPS,JHARKHAND,38195,38685,4934,8681,17716,2990,13045
GIRIDIH,2025-2026,329,20,01,IGNOAPS,JHARKHAND,54768,56015,15407,28506,30262,6654,3692
GUMLA,2025-2026,331,20,01,IGNOAPS,JHARKHAND,21839,22329,2247,16734,4706,1025,14351
LOHARDAGA,2025-2026,336,20,01,IGNOAPS,JHARKHAND,8078,8225,3358,4118,1197,387,3283
BALESHWAR,2025-2026,346,21,01,IGNOAPS,ODISHA,72162,72377,55228,32487,9520,5663,1966
KENDUJHAR,2025-2026,361,21,01,IGNOAPS,ODISHA,46158,47401,22546,26778,8723,3793,12339
KHORDHA,2025-2026,362,21,01,IGNOAPS,ODISHA,51426,51483,43754,34399,5066,2236,427
DANTEWADA,2025-2026,376,22,01,IGNOAPS,CHHATTISGARH,4296,4562,766,3929,603,168,3025
DHAMTARI,2025-2026,377,22,01,IGNOAPS,CHHATTISGARH,14909,15040,8810,10330,3785,431,2014
KORBA,2025-2026,383,22,01,IGNOAPS,CHHATTISGARH,24351,26099,7081,21555,6710,1792,10516
BIJAPUR,2025-2026,636,22,01,IGNOAPS,CHHATTISGARH,2293,2599,505,1259,171,181,1742
BALODABAZAR,2025-2026,644,22,01,IGNOAPS,CHHATTISGARH,21410,22239,6220,13498,10242,3569,2208
GARIYABAND,2025-2026,645,22,01,IGNOAPS,CHHATTISGARH,24468,24474,6259,24436,10293,1707,6215
BALOD,2025-2026,646,22,01,IGNOAPS,CHHATTISGARH,14387,14884,2462,9709,8099,1066,3257
MUNGELI,2025-2026,647,22,01,IGNOAPS,CHHATTISGARH,24093,24570,10004,24288,8803,4449,1314
"KHAIRAGARH CHHUIKHADAN GANDAI",2025-2026,759,22,01,IGNOAPS,CHHATTISGARH,7154,7218,500,4862,5305,598,815
"MOHLA MANPUR AMBAGARH CHOUKI",2025-2026,761,22,01,IGNOAPS,CHHATTISGARH,4201,4268,853,4217,1190,270,1955
BETUL,2025-2026,394,23,01,IGNOAPS,"MADHYA PRADESH",36172,36705,2138,25883,18553,4550,11464
CHHINDWARA,2025-2026,399,23,01,IGNOAPS,"MADHYA PRADESH",38295,38491,2466,26881,19906,4680,11439
DHAR,2025-2026,403,23,01,IGNOAPS,"MADHYA PRADESH",22418,22496,1426,14281,4820,2448,13802
JHABUA,2025-2026,412,23,01,IGNOAPS,"MADHYA PRADESH",17915,18243,252,9165,647,384,16960
MORENA,2025-2026,417,23,01,IGNOAPS,"MADHYA PRADESH",39838,40143,10690,37694,20056,9111,286
RAISEN,2025-2026,421,23,01,IGNOAPS,"MADHYA PRADESH",30170,30252,5017,19868,14057,6743,4435
RAJGARH,2025-2026,422,23,01,IGNOAPS,"MADHYA PRADESH",63173,63399,5063,50886,42448,13911,1977
SEHORE,2025-2026,427,23,01,IGNOAPS,"MADHYA PRADESH",34126,34618,3706,15853,17222,10313,3377
SHEOPUR,2025-2026,431,23,01,IGNOAPS,"MADHYA PRADESH",8240,8549,680,5558,3997,1869,2003
UJJAIN,2025-2026,435,23,01,IGNOAPS,"MADHYA PRADESH",35249,35290,6509,28470,13635,14189,957
VIDISHA,2025-2026,437,23,01,IGNOAPS,"MADHYA PRADESH",32759,32998,5041,19691,17535,8485,1937
"AGAR MALWA",2025-2026,667,23,01,IGNOAPS,"MADHYA PRADESH",20285,21537,2482,17162,12024,6463,568
BHARUCH,2025-2026,442,24,01,IGNOAPS,GUJARAT,24102,24462,6057,14054,2854,1845,13663
GANDHINAGAR,2025-2026,446,24,01,IGNOAPS,GUJARAT,5023,5456,2746,3404,2132,504,69
JUNAGADH,2025-2026,448,24,01,IGNOAPS,GUJARAT,10605,10767,3054,10568,5273,2183,248
MAHESANA,2025-2026,451,24,01,IGNOAPS,GUJARAT,10170,10454,3737,7710,4811,1487,411
NARMADA,2025-2026,452,24,01,IGNOAPS,GUJARAT,33172,34267,4080,34222,990,1051,28145
RAJKOT,2025-2026,457,24,01,IGNOAPS,GUJARAT,13037,13140,4671,13117,5517,2373,560
VALSAD,2025-2026,462,24,01,IGNOAPS,GUJARAT,38514,38907,3777,38343,1116,767,33246
MAHISAGAR,2025-2026,669,24,01,IGNOAPS,GUJARAT,28184,28850,11720,23072,7096,1177,8848
MORBI,2025-2026,673,24,01,IGNOAPS,GUJARAT,5179,5249,2054,4204,2490,635,21
AHMEDNAGAR,2025-2026,466,27,01,IGNOAPS,MAHARASHTRA,32638,35128,31864,26140,981,1576,707
AURANGABAD,2025-2026,469,27,01,IGNOAPS,MAHARASHTRA,32624,34879,34799,10948,21,46,13
BULDHANA,2025-2026,472,27,01,IGNOAPS,MAHARASHTRA,42369,42911,41951,6543,186,750,24
KOLHAPUR,2025-2026,480,27,01,IGNOAPS,MAHARASHTRA,18319,21352,18145,7459,1434,1680,93
SOLAPUR,2025-2026,496,27,01,IGNOAPS,MAHARASHTRA,23040,27464,23493,6070,1978,1765,228
"EAST GODAVARI",2025-2026,505,28,01,IGNOAPS,"ANDHRA PRADESH",182926,183852,86249,153181,66547,27812,3244
GUNTUR,2025-2026,506,28,01,IGNOAPS,"ANDHRA PRADESH",149054,149660,76021,119949,42870,24196,6573
PRAKASAM,2025-2026,517,28,01,IGNOAPS,"ANDHRA PRADESH",114000,114478,54717,95179,37693,18907,3161
